ID,experimental_replicate,concentration,num_sclerotia
31,2,50,3
31,2,50,0
32,2,50,30
32,2,50,135
32,2,50,105
33,2,50,43
33,2,50,62
33,2,50,37
34,2,50,47
34,2,50,28
34,2,50,20
35,2,50,69
35,2,50,120
35,2,50,68
36,2,50,116
36,2,50,100
36,2,50,103
37,2,50,196
37,2,50,128
37,2,50,112
38,2,50,52
38,2,50,38
38,2,50,30
39,2,50,59
39,2,50,80
39,2,50,20
40,2,50,112
40,2,50,226
40,2,50,114
41,2,50,10
41,2,50,10
41,2,50,30
42,2,50,86
42,2,50,82
42,2,50,64
43,2,50,110
43,2,50,120
43,2,50,84
44,2,50,12
44,2,50,44
44,2,50,28
45,2,50,9
45,2,50,0
45,2,50,2
46,2,50,116
46,2,50,28
46,2,50,14
47,2,50,96
47,2,50,120
47,2,50,46
48,2,50,36
48,2,50,42
48,2,50,37
49,2,50,60
49,2,50,64
49,2,50,56
50,2,50,68
50,2,50,54
50,2,50,89
1,2,100,53
1,2,100,33
1,2,100,38
2,2,100,36
2,2,100,36
2,2,100,23
3,2,100,73
3,2,100,73
3,2,100,68
4,2,100,13
4,2,100,15
4,2,100,13
5,2,100,43
5,2,100,0
5,2,100,0
6,2,100,33
6,2,100,31
6,2,100,32
7,2,100,73
7,2,100,48
7,2,100,41
8,2,100,23
8,2,100,11
8,2,100,31
9,2,100,32
9,2,100,33
9,2,100,30
10,2,100,23
10,2,100,21
10,2,100,22
11,2,100,113
11,2,100,110
11,2,100,72
12,2,100,96
12,2,100,70
12,2,100,74
13,2,100,163
13,2,100,149
13,2,100,123
14,2,100,39
14,2,100,39
14,2,100,43
15,2,100,129
15,2,100,309
15,2,100,165
16,2,100,73
16,2,100,85
16,2,100,104
17,2,100,43
17,2,100,50
17,2,100,45
18,2,100,13
18,2,100,33
18,2,100,9
19,2,100,243
19,2,100,83
19,2,100,38
20,2,100,35
20,2,100,88
20,2,100,79
21,2,100,36
21,2,100,33
21,2,100,31
22,2,100,58
22,2,100,63
22,2,100,63
23,2,100,15
23,2,100,15
23,2,100,13
24,2,100,23
24,2,100,33
24,2,100,63
25,2,100,38
25,2,100,93
25,2,100,63
26,2,100,73
26,2,100,60
26,2,100,43
27,2,100,124
27,2,100,143
27,2,100,139
28,2,100,63
28,2,100,63
28,2,100,53
29,2,100,23
29,2,100,13
29,2,100,18
30,2,100,15
30,2,100,19
30,2,100,25
31,2,100,10
31,2,100,10
31,2,100,9
32,2,100,53
32,2,100,63
32,2,100,101
33,2,100,25
33,2,100,23
33,2,100,51
34,2,100,20
34,2,100,23
34,2,100,18
35,2,100,43
35,2,100,83
35,2,100,73
36,2,100,153
36,2,100,103
36,2,100,88
37,2,100,123
37,2,100,18
37,2,100,82
38,2,100,13
38,2,100,13
38,2,100,13
39,2,100,18
39,2,100,18
39,2,100,23
40,2,100,53
40,2,100,63
40,2,100,53
41,2,100,13
41,2,100,11
41,2,100,11
42,2,100,47
42,2,100,63
42,2,100,73
43,2,100,13
43,2,100,12
43,2,100,15
44,2,100,73
44,2,100,89
44,2,100,62
45,2,100,20
45,2,100,73
45,2,100,13
46,2,100,53
46,2,100,42
46,2,100,51
47,2,100,29
47,2,100,33
47,2,100,27
48,2,100,33
48,2,100,38
48,2,100,43
49,2,100,15
49,2,100,8
49,2,100,5
50,2,100,63
50,2,100,83
50,2,100,63
1,2,500,54
1,2,500,36
1,2,500,39
2,2,500,23
2,2,500,30
2,2,500,34
3,2,500,14
3,2,500,26
3,2,500,54
4,2,500,0
4,2,500,0
4,2,500,24
5,2,500,0
5,2,500,4
5,2,500,4
6,2,500,84
6,2,500,64
6,2,500,60
7,2,500,7
7,2,500,11
7,2,500,5
8,2,500,6
8,2,500,0
8,2,500,11
9,2,500,6
9,2,500,0
9,2,500,5
10,2,500,19
10,2,500,24
10,2,500,13
11,2,500,19
11,2,500,24
11,2,500,26
12,2,500,54
12,2,500,26
12,2,500,40
13,2,500,74
13,2,500,34
13,2,500,33
14,2,500,16
14,2,500,32
14,2,500,24
15,2,500,84
15,2,500,123
15,2,500,132
16,2,500,74
16,2,500,124
16,2,500,104
17,2,500,34
17,2,500,40
17,2,500,24
18,2,500,5
18,2,500,1
18,2,500,5
19,2,500,20
19,2,500,18
19,2,500,14
20,2,500,35
20,2,500,40
20,2,500,36
21,2,500,1
21,2,500,4
21,2,500,0
22,2,500,64
22,2,500,64
22,2,500,74
23,2,500,14
23,2,500,13
23,2,500,20
24,2,500,49
24,2,500,25
24,2,500,50
25,2,500,44
25,2,500,19
25,2,500,24
26,2,500,54
26,2,500,54
26,2,500,64
27,2,500,81
27,2,500,84
27,2,500,95
28,2,500,55
28,2,500,81
28,2,500,54
29,2,500,33
29,2,500,36
29,2,500,32
30,2,500,14
30,2,500,3
30,2,500,0
31,2,500,1
31,2,500,7
31,2,500,2
32,2,500,41
32,2,500,44
32,2,500,44
33,2,500,34
33,2,500,19
33,2,500,24
34,2,500,1
34,2,500,0
34,2,500,3
35,2,500,93
35,2,500,11
35,2,500,94
36,2,500,84
36,2,500,94
36,2,500,85
37,2,500,67
37,2,500,40
37,2,500,94
38,2,500,14
38,2,500,9
38,2,500,14
39,2,500,14
39,2,500,29
39,2,500,9
40,2,500,54
40,2,500,40
40,2,500,46
41,2,500,0
41,2,500,0
41,2,500,0
42,2,500,34
42,2,500,64
42,2,500,49
43,2,500,7
43,2,500,11
43,2,500,14
44,2,500,19
44,2,500,24
44,2,500,30
45,2,500,12
45,2,500,15
45,2,500,2
46,2,500,10
46,2,500,54
46,2,500,0
47,2,500,3
47,2,500,14
47,2,500,14
48,2,500,34
48,2,500,24
48,2,500,34
49,2,500,7
49,2,500,7
49,2,500,7
50,2,500,60
50,2,500,74
50,2,500,53
